clone_id	correct_id	correct_female	correct_male	removed	year	generation
000174	0000174	TL1	12/108	false	2000	1
000176	0000176	TL1	12/108	false	2000	1
000269	0000269	12/108	PC110	false	2000	1
000292	0000292	MRTM1	TL1	false	2000	1
000299	0000299	MRTM1	TL1	false	2000	1
000344	0000344	TL1	12/108	false	2000	1
000388	0000388	MRTM1	TL1	false	2000	1
000463	0000463	SFS150	EJULU	false	2000	1
000540	0000540	MRTM1	TL1	false	2000	1
000589	0000589	EJULU	PC110	false	2000	1
000641	0000641	TL1	10/3	false	2000	1
000742	0000742	MRTM1	TL1	false	2000	1
000788	0000788	SFS150	EJULU	false	2000	1
000810	0000810	SFS150	EJULU	false	2000	1
001132	0001132	MRTM1	TL1	false	2000	1
001154	0001154	MRTM1	TL1	false	2000	1
001263	0001263	TL1	12/108	false	2000	1
001335	0001335	12/108	PC110	false	2000	1
001563	0001563	6/8	PC110	false	2000	1
001896	0001896	6/8	PC110	false	2000	1
002047	0002047	SFS150	6/8	false	2000	1
002347	0002347	TL1	10/3	false	2000	1
0002403	0002403	SFS150	6/8	false	2000	1
002453	0002453	SFS150	6/8	false	2000	1
002591	0002591	SFS150	6/8	false	2000	1
002782	0002782	SFS150	6/8	false	2000	1
002790	0002790	SFS150	6/8	false	2000	1
002886	0002886	MRTM1	TL1	false	2000	1
003163	0003163	TL1	12/108	false	2000	1
0003180	0003180	SFS150	12/108	false	2000	1
003437	0003437	SFS150	12/108	false	2000	1
003448	0003448	SFS150	12/108	false	2000	1
003522	0003522	SFS150	12/108	false	2000	1
0003549	0003549	12/108	SFS150	false	2000	1
003825	0003825	SFS150	10/3	false	2000	1
003914	0003914	10/3	SFS150	false	2000	1
003919	0003919	1602/7	MRTM1	false	2000	1
003949	0003949	1602/7	MRTM1	false	2000	1
003954	0003954	1602/7	MRTM1	false	2000	1
004011	0004011	2607/7	MRTM1	false	2000	1
004021	0004021	901/2	MRTM1	false	2000	1
004022	0004022	901/2	MRTM1	false	2000	1
0004132	0004132	2607/7	MRTM1	false	2000	1
004344	0004344	2607/7	MRTM1	false	2000	1
004354	0004354	2607/7	MRTM1	false	2000	1
004358	0004358	2607/7	MRTM1	false	2000	1
004371	0004371	901/2	MRTM1	false	2000	1
004442	0004442	901/2	MRTM1	false	2000	1
0004519	0004519	510/17	MRTM1	false	2000	1
004551	0004551	901/2	MRTM1	false	2000	1
004567	0004567	901/2	MRTM1	false	2000	1
004597	0004597	2607/7	6/8	false	2000	1
004683	0004683	1602/7	MRTM1	false	2000	1
0004736	0004736	2607/7	6/8	false	2000	1
004741	0004741	2607/7	6/8	false	2000	1
004798	0004798	1602/7	MRTM1	false	2000	1
004806	0004806	1602/7	MRTM1	false	2000	1
004841	0004841	901/2	6/8	false	2000	1
004904	0004904	901/2	6/8	false	2000	1
004923	0004923	901/2	6/8	false	2000	1
0005020	0005020	901/2	6/8	false	2000	1
005307	0005307	1602/7	6/8	false	2000	1
0005356	0005356	901/2	6/8	false	2000	1
0005433	0005433	1602/7	6/8	false	2000	1
005492	0005492	MRTM1	16/163	false	2000	1
005521	0005521	1602/7	6/8	false	2000	1
005564	0005564	MRTM1	16/163	false	2000	1
005617	0005617	MRTM1	16/163	false	2000	1
0005627	0005627	MRTM1	16/163	false	2000	1
005667	0005667	MRTM1	16/163	false	2000	1
005703	0005703	901/2	15/10	false	2000	1
0005758	0005758	MRTM1	16/163	false	2000	1
0005786	0005786	MRTM1	16/163	false	2000	1
005818	0005818	901/2	15/10	false	2000	1
005859	0005859	1602/7	15/10	false	2000	1
005885	0005885	1602/7	15/10	false	2000	1
0005906	0005906	MRTM1	16/163	false	2000	1
005931	0005931	MRTM1	16/163	false	2000	1
006035	0006035	1602/7	15/10	false	2000	1
006046	0006046	901/2	15/10	false	2000	1
006088	0006088	502/7	15/10	false	2000	1
0006101	0006101	510/2	MRTM1	false	2000	1
0006173	0006173	1602/7	15/10	false	2000	1
006176	0006176	1602/7	15/10	false	2000	1
006261	0006261	803/17	MRTM1	false	2000	1
0006271	0006271	803/17	MRTM1	false	2000	1
006272	0006272	803/17	MRTM1	false	2000	1
006277	0006277	803/17	MRTM1	false	2000	1
0006294	0006294	208/17	MRTM1	false	2000	1
006311	0006311	901/2	15/10	false	2000	1
006326	0006326	901/2	15/10	false	2000	1
006379	0006379	1602/7	15/10	false	2000	1
0006403	0006403	803/17	MRTM1	false	2000	1
0006430	0006430	208/17	MRTM1	false	2000	1
006663	0006663	803/17	MRTM1	false	2000	1
006665	0006665	803/17	MRTM1	false	2000	1
0006759	0006759	2607/7	15/10	false	2000	1
0006780	0006780	502/7	MRTM1	false	2000	1
0006806	0006806	510/2	MRTM1	false	2000	1
0006840	0006840	901/2	TL1	false	2000	1
006861	0006861	1602/7	TL1	false	2000	1
006875	0006875	1602/7	TL1	false	2000	1
0006886	0006886	1602/7	TL1	false	2000	1
006891	0006891	1602/7	TL1	false	2000	1
0006935	0006935	502/7	MRTM1	false	2000	1
0006939	0006939	510/2	MRTM1	false	2000	1
0006965	0006965	16/163	15/10	false	2000	1
0007039	0007039	2607/7	15/10	false	2000	1
007156	0007156	1602/7	TL1	false	2000	1
007160	0007160	1602/7	TL1	false	2000	1
007162	0007162	1602/7	TL1	false	2000	1
007238	0007238	803/17	MRTM1	false	2000	1
007261	0007261	2607/7	15/10	false	2000	1
007288	0007288	510/2	MRTM1	false	2000	1
0007329	0007329	2607/7	15/10	false	2000	1
0007352	0007352	1602/7	TL1	false	2000	1
007387	0007387	1602/7	TL1	false	2000	1
007477	0007477	901/2	BB35	false	2000	1
0007543	0007543	2607/7	TL1	false	2000	1
0007598	0007598	2607/7	TL1	false	2000	1
007607	0007607	510/2	15/10	false	2000	1
007706	0007706	1602/7	BB35	false	2000	1
0007714	0007714	502/7	MRTM1	false	2000	1
0007735	0007735	502/7	MRTM1	false	2000	1
007829	0007829	1602/7	BB35	false	2000	1
007855	0007855	2607/7	TL1	false	2000	1
007870	0007870	502/7	MRTM1	false	2000	1
007901	0007901	1602/7	BB35	false	2000	1
007902	0007902	1602/7	BB35	false	2000	1
007935	0007935	2607/7	TL1	false	2000	1
0008123	0008123	502/7	15/10	false	2000	1
0008233	0008233	203/2	MRTM1	false	2000	1
0008236	0008236	203/2	MRTM1	false	2000	1
0008237	0008237	203/2	MRTM1	false	2000	1
0008316	0008316	510/2	MRTM1	false	2000	1
0008331	0008331	1704/17	MRTM1	false	2000	1
0008332	0008332	1704/17	MRTM1	false	2000	1
0100170	0100170	803/17	864	false	2001	1
0100173	0100173	803/17	864	false	2001	1
0100193	0100193	502/7	PC110	false	2001	1
0100204	0100204	502/7	PC110	false	2001	1
0100214	0100214	502/7	PC110	false	2001	1
0100227	0100227	502/7	PC110	false	2001	1
0100257	0100257	803/17	PC110	false	2001	1
0100279	0100279	502/7	PC110	false	2001	1
0100295	0100295	502/7	864	false	2001	1
0100330	0100330	803/17	PC110	false	2001	1
0100457	0100457	502/7	PC110	false	2001	1
0100462	0100462	502/7	PC110	false	2001	1
0100493	0100493	803/17	PC110	false	2001	1
0100541	0100541	502/7	864	false	2001	1
0100568	0100568	502/7	864	false	2001	1
0100570	0100570	502/7	864	false	2001	1
0100629	0100629	803/17	PC110	false	2001	1
0100633	0100633	803/17	PC110	false	2001	1
0100698	0100698	803/17	PC110	false	2001	1
0100709	0100709	803/17	PC110	false	2001	1
0100784	0100784	1506/7	PC110	false	2001	1
0100872	0100872	502/7	864	false	2001	1
0100916	0100916	1506/7	12/108	false	2001	1
0100939	0100939	1506/7	12/108	false	2001	1
0100974	0100974	803/17	PC110	false	2001	1
0101012	0101012	1506/7	PC110	false	2001	1
0101034	0101034	1506/7	12/108	false	2001	1
0101039	0101039	1506/7	12/108	false	2001	1
0101070	0101070	803/17	PC110	false	2001	1
0101104	0101104	502/7	12/108	false	2001	1
0101133	0101133	1506/7	PC110	false	2001	1
0101134	0101134	1506/7	PC110	false	2001	1
0101160	0101160	803/17	12/108	false	2001	1
0101182	0101182	803/17	12/108	false	2001	1
0101187	0101187	803/17	12/108	false	2001	1
0101257	0101257	502/7	12/108	false	2001	1
0101283	0101283	1506/7	12/108	false	2001	1
0101285	0101285	1506/7	12/108	false	2001	1
0101318	0101318	803/17	PC110	false	2001	1
0101383	0101383	1506/7	PC110	false	2001	1
0101428	0101428	803/17	PC110	false	2001	1
0101435	0101435	803/17	PC110	false	2001	1
0101473	0101473	502/7	15/10	false	2001	1
0101489	0101489	502/7	15/10	false	2001	1
0101594	0101594	502/7	TL1	false	2001	1
0101623	0101623	864	PC110	false	2001	1
0101637	0101637	12/108	PC110	false	2001	1
0101639	0101639	12/108	PC110	false	2001	1
0101656	0101656	12/108	PC110	false	2001	1
0101811	0101811	31/8	PC110	false	2001	1
0101813	0101813	31/8	PC110	false	2001	1
0101828	0101828	864	15/10	false	2001	1
0101831	0101831	31/8	PC110	false	2001	1
0101875	0101875	502/7	TL1	false	2001	1
0101882	0101882	502/7	TL1	false	2001	1
0101891	0101891	502/7	TL1	false	2001	1
0101894	0101894	502/7	TL1	false	2001	1
0101897	0101897	502/7	TL1	false	2001	1
0101951	0101951	12/108	PC110	false	2001	1
0101980	0101980	864	TL1	false	2001	1
0102004	0102004	12/108	PC110	false	2001	1
0102066	0102066	15/10	PC110	false	2001	1
0102081	0102081	502/7	15/10	false	2001	1
0102108	0102108	502/7	15/10	false	2001	1
0102146	0102146	12/108	PC110	false	2001	1
0102247	0102247	TL1	PC110	false	2001	1
0102272	0102272	31/8	PC110	false	2001	1
0102305	0102305	10/3	31/8	false	2001	1
0102311	0102311	10/3	31/8	false	2001	1
0102327	0102327	502/7	15/10	false	2001	1
0102355	0102355	502/7	TL1	false	2001	1
0102386	0102386	864	15/10	false	2001	1
0102500	0102500	31/8	PC110	false	2001	1
0102519	0102519	31/8	PC110	false	2001	1
0102628	0102628	12/108	PC110	false	2001	1
0102655	0102655	TL1	PC110	false	2001	1
0102661	0102661	TL1	PC110	false	2001	1
0102740	0102740	31/8	PC110	false	2001	1
0102757	0102757	31/8	PC110	false	2001	1
0102772	0102772	502/7	TL1	false	2001	1
0102773	0102773	502/7	TL1	false	2001	1
0102786	0102786	502/7	TL1	false	2001	1
0102816	0102816	864	15/10	false	2001	1
0102822	0102822	864	15/10	false	2001	1
0102888	0102888	10/3	31/8	false	2001	1
0103076	0103076	502/7	TL1	false	2001	1
0103107	0103107	TL1	PC110	false	2001	1
0103184	0103184	15/10	PC110	false	2001	1
0103241	0103241	10/3	31/8	false	2001	1
0103242	0103242	10/3	31/8	false	2001	1
0103305	0103305	1506/7	12/108	false	2001	1
0103310	0103310	1506/7	12/108	false	2001	1
0103317	0103317	502/7	TL1	false	2001	1
0103428	0103428	864	PC110	false	2001	1
0103472	0103472	502/7	TL1	false	2001	1
0103580	0103580	TL1	PC110	false	2001	1
0103620	0103620	502/7	TL1	false	2001	1
0103639	0103639	803/17	12/108	false	2001	1
0103801	0103801	TL1	PC110	false	2001	1
0103820	0103820	TL1	PC110	false	2001	1
0103824	0103824	TL1	PC110	false	2001	1
0103860	0103860	TL1	PC110	false	2001	1
0103868	0103868	TL1	PC110	false	2001	1
0103877	0103877	TL1	PC110	false	2001	1
0103930	0103930	864	12/108	false	2001	1
0103941	0103941	864	12/108	false	2001	1
0103968	0103968	864	12/108	false	2001	1
0103976	0103976	TL1	PC110	false	2001	1
0103984	0103984	TL1	PC110	false	2001	1
0103999	0103999	TL1	PC110	false	2001	1
0104005	0104005	TL1	PC110	false	2001	1
0104019	0104019	TL1	PC110	false	2001	1
0104035	0104035	10/3	31/8	false	2001	1
0104153	0104153	10/3	31/8	false	2001	1
0104160	0104160	10/3	31/8	false	2001	1
0104214	0104214	864	15/10	false	2001	1
0104241	0104241	502/7	TL1	false	2001	1
0104380	0104380	803/17	864	false	2001	1
0104529	0104529	803/17	12/108	false	2001	1
0104562	0104562	502/7	15/10	false	2001	1
0104566	0104566	502/7	15/10	false	2001	1
0104583	0104583	502/7	15/10	false	2001	1
0104593	0104593	502/7	15/10	false	2001	1
0104623	0104623	502/7	15/10	false	2001	1
0104652	0104652	12/108	31/8	false	2001	1
0104659	0104659	12/108	31/8	false	2001	1
0104847	0104847	864	PC110	false	2001	1
0104911	0104911	502/7	864	false	2001	1
0104915	0104915	502/7	864	false	2001	1
0104918	0104918	502/7	864	false	2001	1
0104935	0104935	502/7	864	false	2001	1
0104936	0104936	502/7	864	false	2001	1
0104962	0104962	502/7	864	false	2001	1
0104984	0104984	803/17	12/108	false	2001	1
0104997	0104997	803/17	12/108	false	2001	1
0104998	0104998	803/17	12/108	false	2001	1
0105110	0105110	10/3	31/8	false	2001	1
0105120	0105120	10/3	31/8	false	2001	1
0105190	0105190	15/10	31/8	false	2001	1
0105296	0105296	502/7	864	false	2001	1
0105307	0105307	502/7	864	false	2001	1
0105344	0105344	803/17	12/108	false	2001	1
0105348	0105348	803/17	12/108	false	2001	1
0105392	0105392	864	PC110	false	2001	1
0105393	0105393	864	PC110	false	2001	1
0105429	0105429	12/108	10/3	false	2001	1
0105463	0105463	864	12/108	false	2001	1
0105471	0105471	502/7	864	false	2001	1
0105607	0105607	510/2	BB35	false	2001	1
0105644	0105644	510/2	BB35	false	2001	1
0105681	0105681	502/7	864	false	2001	1
0105689	0105689	502/7	864	false	2001	1
0105698	0105698	502/7	864	false	2001	1
0105701	0105701	502/7	864	false	2001	1
0105710	0105710	502/7	864	false	2001	1
0105801	0105801	510/2	BB35	false	2001	1
0105804	0105804	510/2	BB35	false	2001	1
0105864	0105864	502/7	864	false	2001	1
0105890	0105890	502/7	864	false	2001	1
0105896	0105896	2607/7	BB7	false	2001	1
0105900	0105900	2607/7	BB7	false	2001	1
0105909	0105909	2607/7	BB7	false	2001	1
0105929	0105929	864	12/108	false	2001	1
0105993	0105993	2607/7	BB35	false	2001	1
0106023	0106023	803/17	864	false	2001	1
0106085	0106085	502/7	31/8	false	2001	1
0106092	0106092	502/7	31/8	false	2001	1
0106109	0106109	510/2	BB35	false	2001	1
0106134	0106134	510/2	BB35	false	2001	1
0106146	0106146	510/2	BB35	false	2001	1
0106172	0106172	864	12/108	false	2001	1
0106191	0106191	864	12/108	false	2001	1
0106212	0106212	864	12/108	false	2001	1
0106213	0106213	864	12/108	false	2001	1
0106397	0106397	864	15/10	false	2001	1
0106427	0106427	2607/7	BB35	false	2001	1
0106440	0106440	2607/7	BB35	false	2001	1
0106453	0106453	502/7	10/3	false	2001	1
0106525	0106525	12/108	31/8	false	2001	1
0106531	0106531	12/108	31/8	false	2001	1
0106587	0106587	2607/7	BB35	false	2001	1
0106607	0106607	2607/7	BB35	false	2001	1
0106654	0106654	510/2	BB7	false	2001	1
0106706	0106706	502/7	31/8	false	2001	1
0106738	0106738	502/7	31/8	false	2001	1
0106751	0106751	803/17	10/3	false	2001	1
0106803	0106803	2607/7	BB35	false	2001	1
0106858	0106858	803/17	10/3	false	2001	1
0106878	0106878	803/17	10/3	false	2001	1
0106902	0106902	803/17	10/3	false	2001	1
0106912	0106912	502/7	10/3	false	2001	1
0106963	0106963	502/7	10/3	false	2001	1
0106968	0106968	502/7	10/3	false	2001	1
0106994	0106994	510/2	BB7	false	2001	1
0106996	0106996	510/2	BB7	false	2001	1
0106999	0106999	510/2	BB7	false	2001	1
0107022	0107022	510/2	BB7	false	2001	1
0107024	0107024	510/2	BB7	false	2001	1
0107042	0107042	502/7	10/3	false	2001	1
0107045	0107045	502/7	10/3	false	2001	1
0107049	0107049	502/7	10/3	false	2001	1
0107067	0107067	502/7	10/3	false	2001	1
0107077	0107077	510/2	BB7	false	2001	1
0107079	0107079	510/2	BB7	false	2001	1
0107082	0107082	510/2	BB7	false	2001	1
0107138	0107138	502/7	10/3	false	2001	1
0107195	0107195	2607/7	BB35	false	2001	1
0107244	0107244	502/7	12/108	false	2001	1
0107262	0107262	502/7	12/108	false	2001	1
0107303	0107303	510/2	BB35	false	2001	1
0107393	0107393	502/7	10/3	false	2001	1
0107406	0107406	502/7	10/3	false	2001	1
0107429	0107429	502/7	10/3	false	2001	1
0107434	0107434	1506/7	864	false	2001	1
0107441	0107441	2607/7	BB35	false	2001	1
0107510	0107510	803/17	15/10	false	2001	1
0107518	0107518	803/17	15/10	false	2001	1
0107556	0107556	502/7	15/10	false	2001	1
0107557	0107557	502/7	15/10	false	2001	1
0107601	0107601	2607/7	BB35	false	2001	1
0107619	0107619	2607/7	BB35	false	2001	1
0107628	0107628	803/17	10/3	false	2001	1
0107675	0107675	2607/7	BB7	false	2001	1
0107688	0107688	2607/7	BB7	false	2001	1
0107713	0107713	510/2	BB7	false	2001	1
0107719	0107719	510/2	BB7	false	2001	1
0107795	0107795	510/2	BB7	false	2001	1
0107802	0107802	510/2	BB7	false	2001	1
0107911	0107911	510/2	BB7	false	2001	1
0108036	0108036	502/7	12/108	false	2001	1
0108111	0108111	803/17	15/10	false	2001	1
0108204	0108204	502/7	31/8	false	2001	1
0108233	0108233	502/7	31/8	false	2001	1
0108301	0108301	803/17	10/3	false	2001	1
0108330	0108330	502/7	31/8	false	2001	1
0108337	0108337	510/2	BB7	false	2001	1
0108347	0108347	510/2	BB7	false	2001	1
0108404	0108404	510/2	BB7	false	2001	1
0108497	0108497	502/7	31/8	false	2001	1
0108515	0108515	502/7	31/8	false	2001	1
0108535	0108535	502/7	31/8	false	2001	1
0108541	0108541	803/17	15/10	false	2001	1
0108569	0108569	803/17	31/8	false	2001	1
0108630	0108630	510/2	510/2	false	2001	1
0108682	0108682	502/7	31/8	false	2001	1
0108699	0108699	502/7	31/8	false	2001	1
0108768	0108768	803/17	10/3	false	2001	1
0108906	0108906	864	TL1	false	2001	1
0109041	0109041	502/7	15/10	false	2001	1
0109057	0109057	502/7	15/10	false	2001	1
0109182	0109182	15/10	15/10	false	2001	1
0109572	0109572	510/2	15/10	false	2001	1
0109824	0109824	12/108	10/3	false	2001	1
0109904	0109904	TL1	TL1	false	2001	1
0109913	0109913	TL1	TL1	false	2001	1
0109922	0109922	TL1	TL1	false	2001	1
0109980	0109980	803/17	15/10	false	2001	1
0110040	0110040	TL1	TL1	false	2001	1
0110144	0110144	BB35	BB35	false	2001	1
0110220	0110220	864	TL1	false	2001	1
0110265	0110265	502/7	15/10	false	2001	1
0110656	0110656	BB35	BB35	false	2001	1
0110702	0110702	TL1	13/005	false	2001	1
0110778	0110778	MRTM1	13/005	false	2001	1
0110781	0110781	MRTM1	13/005	false	2001	1
0110807	0110807	MRTM1	16/163	false	2001	1
0110833	0110833	TL1	13/005	false	2001	1
0110835	0110835	TL1	13/005	false	2001	1
0110867	0110867	15/10	15/10	false	2001	1
0110878	0110878	MRTM1	16/163	false	2001	1
0110955	0110955	MRTM1	16/163	false	2001	1
0111039	0111039	TL1	13/005	false	2001	1
0111067	0111067	MRTM1	16/163	false	2001	1
0111074	0111074	MRTM1	16/163	false	2001	1
0111172	0111172	MRTM1	16/163	false	2001	1
0111188	0111188	MRTM1	16/163	false	2001	1
0111198	0111198	MRTM1	16/163	false	2001	1
0111239	0111239	MRTM1	16/163	false	2001	1
0111321	0111321	1506/7	TL1	false	2001	1
0111344	0111344	864	TL1	false	2001	1
0111395	0111395	864	TL1	false	2001	1
0111405	0111405	864	TL1	false	2001	1
0111446	0111446	864	TL1	false	2001	1
0111542	0111542	864	TL1	false	2001	1
0111556	0111556	864	TL1	false	2001	1
0111605	0111605	864	TL1	false	2001	1
0111611	0111611	864	TL1	false	2001	1
0111617	0111617	1506/7	TL1	false	2001	1
0111619	0111619	1506/7	TL1	false	2001	1
0111621	0111621	1506/7	TL1	false	2001	1
0111683	0111683	803/17	15/10	false	2001	1
0111731	0111731	12/108	10/3	false	2001	1
0111794	0111794	2607/7	BB7	false	2001	1
0111795	0111795	2607/7	BB7	false	2001	1
0111874	0111874	2607/7	BB7	false	2001	1
0112003	0112003	2607/7	BB7	false	2001	1
0112010	0112010	2607/7	BB7	false	2001	1
0112011	0112011	2607/7	BB7	false	2001	1
0112014	0112014	2607/7	BB7	false	2001	1
0112042	0112042	2607/7	BB7	false	2001	1
0112048	0112048	2607/7	BB7	false	2001	1
0112129	0112129	15/10	10/3	false	2001	1
0112138	0112138	2607/7	BB7	false	2001	1
0112188	0112188	2607/7	BB7	false	2001	1
0112399	0112399	502/7	12/108	false	2001	1
0112453	0112453	502/7	12/108	false	2001	1
0112581	0112581	510/2	15/10	false	2001	1
0112930	0112930	864	10/3	false	2001	1
0112932	0112932	864	10/3	false	2001	1
0113048	0113048	864	10/3	false	2001	1
0113053	0113053	864	10/3	false	2001	1
0113073	0113073	864	10/3	false	2001	1
0113177	0113177	864	10/3	false	2001	1
0113194	0113194	510/2	510/2	false	2001	1
0113246	0113246	510/2	BB7	false	2001	1
0201156	0201156	MRTM1	000929A	false	2002	1
0201176	0201176	MRTM1	000929A	false	2002	1
0201935	0201935	MRTM1	000929A	false	2002	1
0201938	0201938	MRTM1	000929A	false	2002	1
0202532	0202532	1207/17	000929A	false	2002	1
0202533	0202533	1207/17	000929A	false	2002	1
0202544	0202544	1207/17	000929A	false	2002	1
0202583	0202583	MRTM1	000929A	false	2002	1
0202584	0202584	MRTM1	000929A	false	2002	1
0202606	0202606	1207/17	000929A	false	2002	1
0202719	0202719	1207/17	000929A	false	2002	1
0202742	0202742	1207/17	000929A	false	2002	1
0202812	0202812	14/140	15/10	false	2002	1
0202873	0202873	1207/17	000929A	false	2002	1
0202894	0202894	1207/17	000929A	false	2002	1
0203094	0203094	1207/17	000929A	false	2002	1
0203643	0203643	14/140	6/8	false	2002	1
0113290	0113290	9400208	MRTM1	false	2001	2
0113292	0113292	9400208	MRTM1	false	2001	2
0113308	0113308	9400208	MRTM1	false	2001	2
0200006	0200006	MRTM1	9400208	false	2002	2
0200008	0200008	MRTM1	9400208	false	2002	2
0200039	0200039	MRTM1	9400208	false	2002	2
0200116	0200116	864	9400131	false	2002	2
0200126	0200126	MRTM1	9400208	false	2002	2
0200144	0200144	MRTM1	9400208	false	2002	2
0200147	0200147	MRTM1	9400208	false	2002	2
0200153	0200153	MRTM1	9400208	false	2002	2
0200158	0200158	MRTM1	9400208	false	2002	2
0200160	0200160	MRTM1	9400208	false	2002	2
0200162	0200162	TL1	9400208	false	2002	2
0200181	0200181	MRTM1	9400208	false	2002	2
0200194	0200194	MRTM1	9400208	false	2002	2
0200201	0200201	MRTM1	9400208	false	2002	2
0200204	0200204	MRTM1	9400208	false	2002	2
0200209	0200209	MRTM1	9400208	false	2002	2
0200249	0200249	MRTM1	9400208	false	2002	2
0200251	0200251	MRTM1	9400208	false	2002	2
0200256	0200256	MRTM1	9400208	false	2002	2
0200260	0200260	MRTM1	9400208	false	2002	2
0200266	0200266	MRTM1	9400208	false	2002	2
0200330	0200330	MRTM1	9400131	false	2002	2
0200379	0200379	MRTM1	9400208	false	2002	2
0200385	0200385	MRTM1	9400208	false	2002	2
0200386	0200386	MRTM1	9400208	false	2002	2
0200402	0200402	MRTM1	9400208	false	2002	2
0200456	0200456	SFS150	9400404	false	2002	2
0200471	0200471	SFS150	9400404	false	2002	2
0200472	0200472	SFS150	9400404	false	2002	2
0200473	0200473	SFS150	9400404	false	2002	2
0200577	0200577	MRTM1	9400404	false	2002	2
0200591	0200591	MRTM1	9400404	false	2002	2
0200600	0200600	864	9400131	false	2002	2
0200624	0200624	MRTM1	9400404	false	2002	2
0200701	0200701	864	9400208	false	2002	2
0200725	0200725	MRTM1	9400404	false	2002	2
0200741	0200741	MRTM1	9400404	false	2002	2
0200743	0200743	MRTM1	9400404	false	2002	2
0200791	0200791	MRTM1	9400404	false	2002	2
0200792	0200792	MRTM1	9400404	false	2002	2
0200804	0200804	MRTM1	9400404	false	2002	2
0200810	0200810	MRTM1	9400404	false	2002	2
0200811	0200811	MRTM1	9400404	false	2002	2
0200820	0200820	MRTM1	9400404	false	2002	2
0201362	0201362	TL1	9400208	false	2002	2
0201364	0201364	TL1	9400208	false	2002	2
0201453	0201453	TL1	9400225	false	2002	2
0201470	0201470	864	9400208	false	2002	2
0201629	0201629	SFS150	9400131	false	2002	2
0201706	0201706	MRTM1	9400225	false	2002	2
0201840	0201840	MRTM1	9400225	false	2002	2
0201944	0201944	TL1	9400208	false	2002	2
0201952	0201952	TL1	9400208	false	2002	2
0201990	0201990	864	9400225	false	2002	2
0202043	0202043	MRTM1	9400131	false	2002	2
0202060	0202060	MRTM1	9400131	false	2002	2
0202128	0202128	864	9400225	false	2002	2
0202211	0202211	MRTM1	9400225	false	2002	2
0202216	0202216	MRTM1	9400225	false	2002	2
0202233	0202233	MRTM1	9400225	false	2002	2
0202551	0202551	1207/17	9400131	false	2002	2
0202675	0202675	MRTM1	9400131	false	2002	2
0202693	0202693	MRTM1	9400131	false	2002	2
0202768	0202768	MRTM1	9400131	false	2002	2
0202774	0202774	MRTM1	9400131	false	2002	2
0202795	0202795	10/3	9400225	false	2002	2
0203011	0203011	864	9400131	false	2002	2
0203117	0203117	EJULU	9400404	false	2002	2
0203190	0203190	MRTM1	9400131	false	2002	2
0203235	0203235	6/8	9400131	false	2002	2
0203289	0203289	TL1	9400131	false	2002	2
0203300	0203300	TL1	9400131	false	2002	2
0203323	0203323	10/3	9400131	false	2002	2
0203369	0203369	TL1	9400131	false	2002	2
0203385	0203385	TL1	9400131	false	2002	2
0203517	0203517	TL1	9400131	false	2002	2
0203548	0203548	EJULU	9400131	false	2002	2
0203662	0203662	6/8	9400131	false	2002	2
0203682	0203682	864	9400208	false	2002	2
0203684	0203684	864	9400208	false	2002	2
0203725	0203725	EJULU	9400131	false	2002	2
0203744	0203744	TL1	9400131	false	2002	2
0204988	0204988	16/163	14/140	false	2002	1
0204994	0204994	16/163	14/140	false	2002	1
0205109	0205109	16/163	14/140	false	2002	1
0205131	0205131	16/163	14/140	false	2002	1
0205140	0205140	16/163	14/140	false	2002	1
0205234	0205234	16/163	14/140	false	2002	1
0205409	0205409	16/163	13/005	false	2002	1
0205411	0205411	16/163	13/005	false	2002	1
0205422	0205422	16/163	13/005	false	2002	1
0205529	0205529	16/163	13/005	false	2002	1
0205553	0205553	16/163	13/005	false	2002	1
0300022	0300022	6/8	S15/10	false	2003	1
0300128	0300128	6/8	S15/10	false	2003	1
0300139	0300139	14/140	MRTM1	false	2003	1
0300160	0300160	6/8	14/140	false	2003	1
0300208	0300208	6/8	S15/10	false	2003	1
0300253	0300253	10/3	S15/10	false	2003	1
0300254	0300254	10/3	15/10	false	2003	1
0300274	0300274	6/8	S15/10	false	2003	1
0300294	0300294	6/8	15/10	false	2003	1
0300321	0300321	6/8	S15/10	false	2003	1
0300336	0300336	6/8	15/10	false	2003	1
0300361	0300361	16/163	MRTM1	false	2003	1
0300417	0300417	6/8	14/140	false	2003	1
0300450	0300450	6/8	864	false	2003	1
0300482	0300482	6/8	14/140	false	2003	1
0300493	0300493	6/8	14/140	false	2003	1
0300627	0300627	14/140	MRTM1	false	2003	1
0300764	0300764	6/8	864	false	2003	1
0300775	0300775	6/8	864	false	2003	1
0301154	0301154	6/8	15/10	false	2003	1
0301160	0301160	6/8	15/10	false	2003	1
0301175	0301175	14/140	15/10	false	2003	1
0203745	0203745	TL1	9400131	false	2002	2
0203850	0203850	MRTM1	9400131	false	2002	2
0203854	0203854	EJULU	9400208	false	2002	2
0203856	0203856	EJULU	9400208	false	2002	2
0203874	0203874	864	9400208	false	2002	2
0203982	0203982	EJULU	9400208	false	2002	2
0203984	0203984	EJULU	9400208	false	2002	2
0204027	0204027	TL1	9400225	false	2002	2
0204046	0204046	15/10	9400131	false	2002	2
0204112	0204112	1207/17	9400208	false	2002	2
0204120	0204120	1207/17	9400208	false	2002	2
0204216	0204216	1207/17	9400208	false	2002	2
0204246	0204246	1207/17	9400208	false	2002	2
